Ranking,Movie Title,Movie Link,Poster Img Link,Released_Year,Duration,Certificate,IMDB Rating
237, The Handmaiden,https://www.imdb.com/title/tt4016934/?ref_=chttp_t_237,"https://m.media-amazon.com/images/M/MV5BNDJhYTk2MTctZmVmOS00OTViLTgxNjQtMzQxOTRiMDdmNGRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY207_CR2,0,140,207_.jpg",2016,2h 25m,Not Rated,8.1
238, Amores Perros,https://www.imdb.com/title/tt0245712/?ref_=chttp_t_238,"https://m.media-amazon.com/images/M/MV5BZjUxNmEwOGItMTBmYi00MWQ1LWExY2MtNDUxMjI0OWM4M2NiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,1,140,207_.jpg",2000,2h 34m,R,8.1
239, Rebecca,https://www.imdb.com/title/tt0032976/?ref_=chttp_t_239,"https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UY207_CR2,0,140,207_.jpg",1940,2h 10m,Approved,8.1
240, Cool Hand Luke,https://www.imdb.com/title/tt0061512/?ref_=chttp_t_240,"https://m.media-amazon.com/images/M/MV5BNjcwNTQ3Y2EtMjdmZi00ODBhLWFhNzQtOTc3MWU5NTZlMDViXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,4,140,207_.jpg",1967,2h 7m,GP,8.1
241, The Sound of Music,https://www.imdb.com/title/tt0059742/?ref_=chttp_t_241,"https://m.media-amazon.com/images/M/MV5BNWFhNjg3YjctMjg2Ny00YjBkLTg5M2EtMTk2MjA1NDY3NzQ2XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX140_CR0,1,140,207_.jpg",1965,2h 52m,G,8.1
242, Pather Panchali,https://www.imdb.com/title/tt0048473/?ref_=chttp_t_242,"https://m.media-amazon.com/images/M/MV5BMmFkNDY5OTktNzY3Yy00OTFlLThhNjktOTRhMmZjZmIxYjAxXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX140_CR0,1,140,207_.jpg",1955,2h 5m,Not Rated,8.2
243, It Happened One Night,https://www.imdb.com/title/tt0025316/?ref_=chttp_t_243,"https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,1,140,207_.jpg",1934,1h 45m,Passed,8.1
244, The Iron Giant,https://www.imdb.com/title/tt0129167/?ref_=chttp_t_244,"https://m.media-amazon.com/images/M/MV5BYzBjZTNkMzQtZmNkOC00Yzk0LTljMjktZjk3YWVlZjY3NTk2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,0,140,207_.jpg",1999,1h 26m,PG,8.1
245, The 400 Blows,https://www.imdb.com/title/tt0053198/?ref_=chttp_t_245,"https://m.media-amazon.com/images/M/MV5BYjZmOWI1NTEtZjczYi00NTZhLTkyZTQtZjAyMWRkNzZkYTE5XkEyXkFqcGdeQXVyMTY3NTY5OTcx._V1_QL75_UY207_CR6,0,140,207_.jpg",1959,1h 39m,Not Rated,8.1
246, The Help,https://www.imdb.com/title/tt1454029/?ref_=chttp_t_246,"https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2011,2h 26m,PG-13,8.1
247, Persona,https://www.imdb.com/title/tt0060827/?ref_=chttp_t_247,"https://m.media-amazon.com/images/M/MV5BYmFlOTcxMWUtZTMzMi00NWIyLTkwOTEtNjIxNmViNzc2Yzc1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,3,140,207_.jpg",1966,1h 23m,Not Rated,8.1
248, Life of Brian,https://www.imdb.com/title/tt0079470/?ref_=chttp_t_248,"https://m.media-amazon.com/images/M/MV5BMDA1ZWI4ZDItOTRlYi00OTUxLWFlNWQtMzM5NDI0YjA4ZGI2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,3,140,207_.jpg",1979,1h 34m,R,8
249, Aladdin,https://www.imdb.com/title/tt0103639/?ref_=chttp_t_249,"https://m.media-amazon.com/images/M/MV5BZTg5ZTVmM2EtZjdhZC00MzBjLWEwZTYtNWIwZDczYzZkMzA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,5,140,207_.jpg",1992,1h 30m,G,8
250, Dances with Wolves,https://www.imdb.com/title/tt0099348/?ref_=chttp_t_250,"https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1990,3h 1m,PG-13,8
